app_http_response_code,app_request_latency_ms,app_throughput_kbps,node_cpu_seconds_total,node_load_1m,node_load_5m,node_load_15m,node_memory_MemTotal_bytes,node_memory_MemAvailable_bytes,node_swap_utilization,node_disk_read_bytes_total,node_disk_written_bytes_total,node_disk_reads_completed_total,node_disk_read_time_seconds_total,node_network_receive_bytes_total,node_network_transmit_bytes_total,node_network_dropped_packets,node_network_transmit_errors,container_cpu_usage_seconds_total,container_memory_working_set_bytes,container_fs_usage_bytes,container_rx_bytes,container_tx_bytes,kube_pod_container_status_restarts_total,pod_ready_status,pod_scheduling_latency_ms,os_cpu_time,os_cpu_util_percentage,os_memory_usage_mb,os_memory_resident_mb,os_disk_read_bytes_rate,os_disk_write_bytes_rate,os_disk_read_requests_rate,os_disk_write_requests_rate,os_network_incoming_bytes_rate,os_network_outgoing_bytes_rate,os_network_packet_drop_rate,os_hypervisor_vcpus_total,os_hypervisor_vcpus_used,os_hypervisor_memory_mb_total,os_hypervisor_memory_mb_used,os_hypervisor_local_gb_total,os_hypervisor_local_gb_used,os_api_response_latency_ms,os_rabbitmq_queue_depth,os_haproxy_connections,mist_time_to_connect_ms,mist_coverage_score,mist_capacity_score,mist_roaming_score,mist_ap_cpu_utilization,mist_ap_memory_utilization,mist_ap_uptime_seconds,mist_ap_temperature_c,mist_channel_utilization_24ghz,mist_channel_utilization_5ghz,mist_channel_utilization_6ghz,mist_noise_floor_dbm,mist_rf_retries_percent,mist_client_rssi,mist_client_snr,mist_client_tx_bytes,mist_client_rx_bytes,mist_client_throughput_kbps,mist_client_connection_state,Root_Cause_Fault_Label
200,109.1577,12044.9449,10263.3706,2.6391,2.3178,2.0569,16720404480,7032425745.4029,0.0076,6841883076.1716,1706392005.3111,108883.8019,4743.5826,1015471317.2344,550523547.8137,0.6161,0.4114,1766.5105,283110122.6926,9999994.3678,279387.0621,278632.4667,0,1,23.7917,7483.363,49.9091,9687.9316,14156.2586,7752.9481,147384.2735,646.0893,12282.0421,328617.197,327721.3714,0.5,64,18,128000,9687.9316,1000,284.6573,50.7268,1.5479,51.3707,467.7221,98.5904,99.2972,97.0748,23.438,42.4798,156930,46.0646,11.1901,21.8881,5.9058,-93.8425,3.518,-56.0936,34.8492,1506585.298,24942666.3572,13368.6718,1,No_Fault
200,106.1101,11277.0423,10287.9542,2.4174,2.2404,1.8633,16720404480,7069345731.5273,0.0065,6841891879.3686,1706690018.5543,108906.087,4742.8604,1015480067.4899,550453030.7229,0.6861,0.2825,1632.7217,282655443.2391,10000727.5701,280068.642,272633.4154,0,1,25.6764,7492.0874,50,9650.7021,14122.3766,7761.548,147675.2734,646.9401,12306.354,329435.4264,320681.9238,0.4605,64,19,128000,9650.7021,1000,281.6624,53.3346,1.6476,50.5296,487.7312,98.5211,99.698,97.6122,23.2137,42.7798,156945,45.7,12.1314,22.5131,5.6333,-92.8429,3.8963,-60.0701,37.6053,1504237.1282,24949410.7792,12702.3416,1,No_Fault
200,109.9656,11710.2751,10273.4149,2.383,2.2352,1.8732,16720404480,7049540974.4459,0.0039,6842137948.5433,1711337696.0312,109379.6275,4764.5265,1015379659.4133,550506979.1869,0.7,0.2904,1880.1443,281444827.2476,9999905.7843,271557.4117,277056.6071,0,1,23.0329,7496.466,50,9670.7615,14246.7298,8002.0985,152213.572,667.0614,12685.4384,319487.0261,326055.6686,0.5,64,18,128000,9670.7615,1000,281.5704,50.7521,1.1591,52.6008,472.1439,98.9419,98.3538,97.6405,24.154,40.1521,156960,46.217,11.9354,22.0663,5.5646,-92.1488,3.62,-56.0508,36.6873,1494071.6882,25069351.5406,13118.0887,1,No_Fault
200,107.0812,11730.7068,10296.039,2.5146,2.2805,1.9274,16720404480,7053688177.541,0.0008,6842330214.2318,1714672808.8527,109757.7483,4783.8272,1015442303.3542,550496898.4161,0.9429,0.2503,2138.1914,283699988.6042,10000845.6634,276754.1545,276169.0383,0,1,25.362,7505.7763,50,9666.5072,14097.9436,8189.9702,155470.5588,682.9096,12956.324,325626.5928,324998.0584,0.4991,64,19,128000,9666.5072,1000,278.8317,51.2803,0.3562,56.208,465.5667,98.8041,97.9418,97.0535,24.1872,43.3156,156975,47.0641,12.7455,22.3568,6.4773,-93.5952,3.6033,-60.6618,35.2487,1491410.9911,24905179.9702,12917.0883,1,No_Fault
200,108.817,11755.4751,10267.1201,2.3745,2.1054,1.8513,16720404480,7071084054.2726,0.0007,6842083237.5999,1710094171.9916,109276.3754,4760.3129,1015466665.6386,550536972.5977,0.7241,0.3661,2218.586,279996049.4687,9999192.0138,278767.9288,279498.7543,0,1,20.9996,7455.6987,49.6536,9648.9237,14244.7199,7948.4564,150998.983,662.5968,12583.9982,328056.7518,328923.1167,0.5,64,16,128000,9648.9237,1000,277.0856,50.7569,0.2937,53.4911,460.6085,98.7143,99.4096,97.0021,24.9364,40.4904,156990,45.9729,11.3293,22.4943,6.4533,-94.1537,3.5914,-55.7311,37.2148,1503717.5486,25087351.2126,13214.3788,1,No_Fault
200,106.365,11474.4023,10269.3893,2.6418,2.4367,2.0594,16720404480,7090082385.1359,0.0048,6841894659.6504,1706245880.6707,108905.6151,4742.5275,1015466296.4785,550499759.7732,0.8796,0.4169,2035.7797,281983614.6608,10000899.0194,278914.5906,276468.2941,0,1,23.9718,7312.7049,48.7883,9630.0921,14139.5572,7763.8354,147242.0901,647.1367,12270.5946,328042.2038,325214.819,0.4622,64,18,128000,9630.0921,1000,275.1198,49.3347,1.091,51.6516,440.1018,98.5285,98.2808,97.9737,25,42.437,157005,46.1446,11.0718,22.6342,6.2664,-94.6659,3.2077,-56.395,35.2088,1495115.0599,25044106.3039,12750.7251,1,No_Fault
200,106.2393,11505.6986,10257.5471,2.36,2.0651,1.9396,16720404480,7083078363.1502,0.0057,6842018682.8065,1709063069.3298,109153.9568,4752.8484,1015446602.5345,550530971.5602,0.931,0.2962,2231.4351,281983413.2591,9999197.6442,277057.3736,279125.519,0,1,26.4066,7234.2086,48.2781,9636.9737,14122.1198,7885.4695,149992.6741,657.237,12499.8112,326057.3001,328461.6356,0.4451,64,17,128000,9636.9737,1000,284.1218,50.7849,1.4648,51.6246,480.829,98.5313,98.6795,97.852,24.2577,40.4287,157020,47.4335,12.2639,21.9202,5.6963,-95.9744,3.7876,-59.0757,35.8839,1491603.8635,25061523.8747,12620.1914,1,No_Fault
200,104.8991,11861.8365,10210.4053,2.4968,2.326,2.0231,16720404480,7061540795.5334,0.0083,6841903275.0763,1706714241.8237,108929.8608,4745.6575,1015439451.476,550473026.8462,0.7077,0.3083,2323.9461,278529418.8197,10000397.3647,276477.9493,274077.3424,0,1,26.2709,7166.7171,47.7168,9658.7745,14089.6013,7772.733,147699.9363,648.1084,12309.0139,325385.1462,322541.6345,0.3966,64,18,128000,9658.7745,1000,284.6072,48.8402,1.6269,53.9896,459.1409,98.9423,99.4682,97.2241,24.6486,43.7727,157035,46.4029,12.2655,21.6804,6.3981,-92.3289,3.5171,-55.0864,36.2474,1495636.1503,25037848.5686,13005.2629,1,No_Fault
200,101.8416,11615.6294,10252.316,2.4767,2.3184,1.9491,16720404480,7109628290.6762,0.0012,6842149992.0361,1711151881.4574,109412.6058,4767.2255,1015430076.2348,550499108.0546,0.4084,0.2123,2085.9048,281296473.9474,9999108.9043,275750.239,276492.7199,0,1,22.2128,7161.6591,47.6904,9610.5047,14209.4568,8014.4671,152032.279,668.0484,12669.8997,324406.297,325292.5224,0.3755,64,18,128000,9610.5047,1000,281.7547,52.3014,1.0189,50.9368,481.7705,98.5587,98.4649,97.6005,24.0519,40.6912,157050,46.1294,11.6402,21.2999,5.7678,-92.0629,3.7118,-55.5426,36.707,1502329.8278,25041345.7267,13105.564,1,No_Fault
200,106.454,11707.9535,10248.4123,2.4057,2.166,1.9907,16720404480,7061967006.9982,0.0046,6842164611.346,1711620314.0771,109433.26,4766.8693,1015389909.5949,550485917.3711,0.6911,0.3381,1876.4969,278650819.7154,9999929.5544,272368.2496,275189.9305,0,1,23.3141,7097.0816,47.273,9658.4252,14243.6855,8028.1542,152490.4621,669.9836,12707.9754,320422.6145,323863.9195,0.3435,64,16,128000,9658.4252,1000,279.2495,50.6272,0.7914,58.9799,486.4096,98.9905,99.2201,97.9223,24.5213,42.6938,157065,46.1017,11.4835,21.9606,6.0121,-94.7902,3.9674,-55.9574,36.4605,1490668.9311,24979656.4681,12829.6812,1,No_Fault
200,104.1334,11534.6825,10253.0816,2.241,2.0854,1.7186,16720404480,7011598144.1806,0.0031,6842233324.1487,1712757446.4464,109565.7625,4776.5572,1015459573.6133,550513610.3807,0.4244,0.2659,1896.7647,282885943.6908,9999910.0116,278304.2048,277824.4316,0,1,24.5327,7006.6187,46.6662,9708.3468,14225.1833,8094.7944,153601.629,674.747,12800.4396,327339.2667,326761.5901,0.3838,64,16,128000,9708.3468,1000,282.7406,49.4885,0.2936,54.6817,471.784,98.9993,97.7946,97.5362,24.0099,43.4814,157080,47.2117,11.3462,22.0731,5.5841,-95.8062,3.6664,-59.4252,36.6376,1503568.9592,24987873.7884,12619.1509,1,No_Fault
200,105.6089,11265.8392,10237.5107,2.6186,2.2716,2.1197,16720404480,6986907372.6724,0.0087,6842359532.8567,1715176658.6091,109816.1363,4787.7377,1015467785.8497,550495841.3487,0.8731,0.224,1726.0669,285656268.5937,9999921.4941,278981.6203,276134.6722,0,1,23.9742,7034.4296,46.8866,9733.2034,14228.4103,8218.814,155962.6892,685.4732,12997.5986,328256.9204,324829.389,0.376,64,16,128000,9733.2034,1000,279.278,50.9498,0.3118,59.0678,508.7266,98.7706,98.321,97.0255,23.766,41.3408,157095,46.5896,11.9604,21.8494,6.438,-95.4861,4.3144,-58.5541,34.0322,1493310.0719,25000677.5334,12572.1403,1,No_Fault
200,109.8038,11798.4873,10265.6019,2.3135,2.0899,1.833,16720404480,7003363801.7807,0.0087,6842186497.8136,1712365698.142,109479.0465,4771.9492,1015428873.6487,550486414.675,0.6771,0.3565,1529.8294,285419006.8919,9999996.2881,275793.8381,275308.0966,0,1,23.9272,6864.2422,45.7012,9716.6693,14285.4693,8049.601,153217.2717,671.7818,12768.4701,324360.8958,323922.1823,0.3436,64,18,128000,9716.6693,1000,275.3751,48.6345,0.684,59.3235,487.6348,98.7535,98.5471,97.631,23.571,41.2852,157110,47.1245,12.3491,22.0344,5.8077,-93.2797,3.8251,-55.7623,36.8053,1496726.5864,24901939.7677,13249.7978,1,No_Fault
200,107.8272,11412.0056,10248.6963,2.523,2.2056,2.1095,16720404480,6972038276.2498,0.0042,6842213694.2078,1712608514.3039,109536.5662,4771.8335,1015403307.1085,550510059.307,0.6908,0.2768,1515.9463,284696929.4686,9999073.3729,273626.8372,277392.1401,0,1,27.0203,6903.0283,45.9969,9747.8844,14255.3657,8075.9894,153455.77,673.0977,12788.6429,321857.6656,326366.7349,0.3333,64,17,128000,9747.8844,1000,277.5645,51.252,1.2884,57.2957,506.5826,98.5779,96.9797,97.6443,24.1466,42.8569,157125,46.1122,12.0453,21.3741,5.6637,-94.6752,4.3139,-56.4057,34.9508,1503260.756,25035915.4615,12607.8193,1,No_Fault
200,105.2671,11699.0259,10260.336,2.4688,2.125,1.9062,16720404480,6951275383.2755,0.0012,6842280450.7951,1713582076.5555,109664.9495,4780.7087,1015456452.082,550510262.568,0.7325,0.3144,1500.6982,284332003.5009,9999551.2138,278074.3339,277292.4881,0,1,22.9512,6746.8531,45.0135,9769.0802,14270.4203,8141.8996,154405.5397,679.2173,12867.5297,327073.3341,326328.2153,0.3254,64,18,128000,9769.0802,1000,279.1272,51.4861,1.2177,54.7776,462.0696,98.5305,97.7786,97.1916,24.6661,43.2792,157140,45.783,11.4291,21.8836,6.4746,-92.8831,3.568,-55.8666,35.277,1497178.1329,25089884.4074,13124.366,1,No_Fault
200,107.0871,11890.9669,10204.9293,2.34,2.0094,1.8557,16720404480,6946096488.7735,0.004,6842258198.5773,1713555273.8469,109623.8999,4776.0892,1015470629.3325,550534518.0747,0.4694,0.1748,1595.0667,283355056.5351,9999736.3395,279188.2783,279577.3207,0,1,22.6746,6964.6963,46.4294,9773.8255,14315.1531,8120.0992,154379.9798,677.6317,12865.0301,328455.6959,328863.1536,0.3309,64,18,128000,9773.8255,1000,276.2421,49.9551,0.4455,58.7417,514.9547,98.5061,97.3948,97.9624,25,41.75,157155,45.6689,11.7344,22.9671,5.7979,-94.0812,4.2893,-57.5632,36.9066,1506455.36,25083121.9191,13023.2815,1,No_Fault
200,104.6103,11470.7039,10242.8438,2.5208,2.26,1.9229,16720404480,6904410942.159,0.0059,6842363323.4232,1715707401.1636,109825.6574,4790.397,1015450704.2429,550487418.4702,0.8288,0.2841,1842.3797,286636028.1666,9999624.1881,277506.8244,275398.908,0,1,23.3607,6857.6435,45.6561,9815.8953,14279.8167,8223.2792,156481.0998,685.9618,13040.7248,326593.4554,324090.6903,0.3726,64,17,128000,9815.8953,1000,281.75,48.6674,1.8874,57.1624,512.6389,98.6439,97.115,97.4667,25,41.6666,157170,46.9935,12.8746,22.3709,6.4796,-92.6776,4.2946,-59.1438,34.1127,1497358.8081,25070684.2497,12712.8558,1,No_Fault
200,101.1954,11745.7397,10232.7926,2.4847,2.1429,1.889,16720404480,6927932997.7601,0.0075,6842131548.0415,1711231492.1317,109374.6074,4766.0347,1015382882.4451,550454586.6818,0.7,0.3682,1834.4285,282468747.4433,9999886.8635,271853.8665,272609.8865,0,1,24.2442,6673.0241,44.5001,9792.3402,14350.6676,7995.5379,152110.7815,667.0229,12676.1308,319768.6614,320743.2581,0.3793,64,18,128000,9792.3402,1000,281.05,50.9494,0.7592,51.3535,492.3632,98.9939,98.1536,97.8048,24.321,43.8509,157185,46.3878,12.8707,21.883,6.2418,-95.8544,4.0385,-59.6246,37.5051,1498714.0072,25001066.7862,13240.908,1,No_Fault
200,107.5603,11121.8008,10275.5036,2.311,2.1213,1.8163,16720404480,6886728716.6913,0.0053,6842318454.1913,1714638524.1332,109739.6954,4784.263,1015385661.7399,550445718.9454,0.5455,0.2474,2068.63,278326118.414,9999640.2571,272084.8811,271847.9072,0,1,24.4271,6809.2775,45.409,9833.5838,14385.6785,8179.2868,155437.7932,681.6571,12953.9679,320010.3162,319933.9092,0.4104,64,17,128000,9833.5838,1000,282.2757,49.8499,1.946,58.6331,510.9337,98.5241,98.1881,97.9015,24.8453,41.4482,157200,45.8112,12.3823,21.1317,6.4281,-95.6761,4.2259,-56.4737,37.9328,1499105.7308,25069807.7461,12417.167,1,No_Fault
200,101.5473,11328.3174,10263.1051,2.1716,1.941,1.7591,16720404480,6919892730.8005,0.0035,6842465496.3676,1717309657.5565,110029.0878,4800.5787,1015420814.0746,550490223.3137,0.4454,0.2845,2160.4497,274516066.1851,9999410.6868,274904.3501,275758.6991,0,1,26.4648,6713.3519,44.7194,9800.0365,14341.9598,8322.0602,158045.3881,694.1075,13171.0016,323533.8736,324429.605,0.4027,64,17,128000,9800.0365,1000,280.3982,49.0503,0.4443,55.9092,488.1682,98.5389,97.7995,97.1418,23.8583,40.0988,157215,46.8088,11.3798,21.1739,5.6184,-95.9838,3.938,-60.775,34.1924,1496280.9857,24926542.7174,12598.104,1,No_Fault
200,106.6811,11839.1215,10207.3942,2.2647,2.0193,1.8766,16720404480,6963220595.2059,0.0035,6842392857.3009,1715865992.0338,109886.9864,4792.2745,1015420614.6509,550465405.1738,0.4938,0.302,2285.5255,269874184.6693,10000446.0892,275009.9435,273492.6535,0,1,23.1889,6719.3113,44.7289,9756.7209,14159.1671,8251.0996,156636.322,687.6596,13053.5527,323551.9169,321863.43,0.3571,64,16,128000,9756.7209,1000,283.1957,47.7818,1.8746,50.3474,479.3423,98.6904,97.6869,97.0397,24.8411,42.6039,157230,46.7884,12.6365,21.1718,6.166,-92.632,3.9829,-56.733,37.8255,1502642.8295,24918484.2992,13009.3675,1,No_Fault
200,107.0309,11491.421,10184.4283,2.1829,1.9108,1.72,16720404480,6929019507.9423,0.005,6842177931.9905,1711806603.8663,109462.3583,4768.2084,1015467046.7264,550448146.1615,0.4193,0.1848,2232.224,267211865.6248,9999920.6731,278854.8841,272101.9766,0,1,25.8871,6824.2056,45.4393,9791.1178,14289.0048,8041.6889,152671.3617,670.3684,12722.885,328101.6761,320180.9492,0.3123,64,17,128000,9791.1178,1000,281.8119,50.2587,0.0869,50.8306,523.7827,98.5344,96.5294,97.0639,23.8647,40.4881,157245,47.3375,12.0903,22.2205,5.7457,-94.1986,4.725,-59.322,36.2415,1498075.3085,24974797.0285,12712.6284,1,No_Fault
200,105.656,11726.586,10195.9912,2.2229,2.0783,1.8694,16720404480,6886001626.0245,0.0047,6842146554.0291,1711290128.946,109402.8248,4766.8903,1015391604.8138,550450115.8847,0.7868,0.3624,2464.3371,268126614.0407,9999707.5315,272475.2923,272358.3691,0,1,23.2665,7023.2103,46.7783,9834.2462,14386.2577,8010.1676,152166.9768,668.3555,12680.674,320587.0595,320383.6369,0.3269,64,18,128000,9834.2462,1000,277.2525,49.6984,0.8786,53.9985,529.8059,98.9386,96.9365,97.5881,23.2099,41.1603,157260,46.1829,11.1936,21.1059,5.9526,-93.3002,4.5918,-59.1766,36.597,1494207.623,24932960.3616,12946.3882,1,No_Fault
200,105.1816,10558.7916,10249.7547,2.5793,2.3044,2.0592,16720404480,6918280320.4047,0.0051,6842015826.6821,1708980650.6227,109150.3215,4756.4185,1015423959.4936,550483869.9568,0.5302,0.3549,2278.5167,273104737.877,10000372.2172,275324.5573,275193.9415,0,1,23.216,6921.9526,46.0846,9801.7261,14292.8444,7883.7182,149911.9452,657.3122,12493.3949,323911.7591,323698.4669,0.3116,64,18,128000,9801.7261,1000,283.2134,49.3128,1.2579,56.6904,544.1749,98.6399,96.6775,97.6374,23.4652,40.4623,157275,47.164,12.8783,22.9798,5.5913,-93.7483,4.9274,-56.833,36.3325,1495576.7405,25099111.4222,11817.0245,1,No_Fault
200,103.188,11110.5729,10231.1487,2.5479,2.2542,1.9391,16720404480,6911739068.8852,0.0063,6842151666.6265,1711430023.1754,109408.7218,4766.6953,1015480008.6563,550542173.3624,0.4679,0.3233,2249.2536,277132489.3247,10000901.4987,279986.9628,280036.0365,0,1,23.4423,6900.4575,45.98,9808.3241,14336.6122,8015.3945,152304.8964,668.286,12692.8223,329490.627,329553.249,0.3246,64,16,128000,9808.3241,1000,281.3496,52.1399,0.8393,57.888,503.5702,98.9523,96.4685,97.1398,22.7904,43.2939,157290,46.4068,12.9254,21.1437,6.3236,-93.558,4.3127,-60.3941,37.5986,1496874.0538,24941107.7633,12146.9292,1,No_Fault
200,104.8529,10942.3683,10178.3312,2.1321,1.8952,1.775,16720404480,6944832281.7255,0.002,6842180284.8296,1712139048.3927,109464.7685,4772.1032,1015401624.1012,550485601.8334,0.7369,0.3117,1999.7489,274074899.64,10000435.2063,273390.7819,275235.0652,0,1,23.1776,6693.1236,44.5914,9775.3315,14344.8621,8043.2908,152997.4371,671.2337,12750.6293,321569.4148,323886.3198,0.2995,64,16,128000,9775.3315,1000,283.7166,49.6702,0.0253,50.3128,491.638,98.8097,97.1783,97.2727,23.3862,42.6192,157305,46.4677,11.9384,21.4318,6.0052,-92.1332,4.1223,-58.4853,36.7466,1492502.3973,25071538.3162,12335.6646,1,No_Fault
200,104.4489,10550.2862,10200.8557,2.4382,2.2885,1.9062,16720404480,6927902549.8572,0.002,6842066207.1649,1710038849.6608,109243.9233,4761.0525,1015425412.651,550452495.6535,0.7464,0.2552,1964.9753,277187891.3339,9999386.695,275427.5828,272350.9199,0,1,23.8491,6869.7316,45.8353,9792.3314,14382.0542,7931.476,150946.0204,661.3454,12579.7318,323998.7793,320504.2466,0.2729,64,18,128000,9792.3314,1000,282.4716,48.6991,0.5693,55.6438,550.6513,98.5468,97.1922,97.2354,23.0703,43.5498,157320,46.7978,11.2967,22.1368,6.1871,-94.416,4.9444,-55.8112,34.4067,1503250.275,25080991.0581,11931.6472,1,No_Fault
200,109.3038,11458.5224,10259.6704,2.3417,2.0478,1.8845,16720404480,6926693380.0301,0.0092,6842254967.6769,1713236542.4094,109613.2326,4780.3634,1015448949.6687,550521140.0952,0.3571,0.1652,1888.8551,275922256.0482,9999549.2217,277380.9366,278244.1539,0,1,26.5948,6653.4994,44.3371,9793.4796,14308.5933,8117.3443,154068.2225,676.6795,12839.5636,326269.0874,327427.9778,0.2367,64,17,128000,9793.4796,1000,281.3238,48.6637,1.2215,56.0416,512.2099,98.6036,96.7652,97.1904,22.5873,42.4984,157335,46.7546,11.8118,21.6039,6.1976,-95.7955,4.5143,-59.9106,35.8758,1508858.6369,25049742.7248,12833.6914,1,No_Fault
200,109.8872,10584.5668,10230.5082,2.4259,2.1867,1.9025,16720404480,6883139362.1378,0.0015,6842180652.2837,1711913473.6835,109464.609,4768.864,1015440224.385,550501254.7583,0.5954,0.2729,2078.3487,273845135.6476,10000140.4189,276589.6501,276600.3957,0,1,25.8814,6600.0786,43.9664,9837.0956,14297.629,8043.1426,152777.3058,670.4143,12731.7069,325483.5543,325382.643,0.2334,64,18,128000,9837.0956,1000,277.754,50.9055,1.1384,55.4194,560.7665,98.8136,96.4735,97.155,22.7533,42.1277,157350,47.0516,12.9419,22.8227,6.3002,-92.1682,5.318,-59.9769,36.129,1506079.6852,25005055.4322,11645.5526,1,No_Fault
200,107.7696,11339.1731,10222.3893,2.296,1.9687,1.8859,16720404480,6892961147.8451,0.0092,6841998259.1935,1708665239.0018,109114.1466,4751.1085,1015399201.6163,550518884.2933,0.2899,0.1554,2117.8596,277390182.3684,9999970.5634,273021.3951,278204.3835,0,1,20.9795,6542.9585,43.5653,9827.1919,14361.9769,7866.359,149603.616,656.0838,12467.1868,321273.4876,327239.4466,0.2311,64,18,128000,9827.1919,1000,277.1642,47.9019,0.4955,52.207,518.449,98.8218,94.7277,97.2956,23.7489,40.7471,157365,47.4309,11.2399,22.7668,6.0008,-95.3267,4.5429,-60.2571,37.2463,1502777.7671,25018481.9166,12638.1225,1,No_Fault
200,112.4007,11498.1007,10190.2074,2.305,2.1363,1.808,16720404480,6924638090.3776,0.0098,6842068112.0873,1709838463.4881,109246.9843,4760.978,1015406976.526,550462919.5197,0.4122,0.1263,2380.5786,273651814.8659,10000576.4307,273889.8204,273291.2624,0,1,23.05,6639.4171,44.3255,9795.4839,14225.5584,7933.4289,150750.4189,661.8774,12562.9153,322174.3781,321623.0244,0.194,64,16,128000,9795.4839,1000,279.1753,50.2435,1.1306,58.7972,564.0868,98.8001,95.9951,97.2555,23.8887,42.4148,157380,46.8641,12.7482,22.5335,6.3658,-94.7031,5.1148,-56.8385,37.3564,1494968.0051,25071100.0781,12636.0564,1,No_Fault
200,112.6091,10657.1013,10251.7085,2.4135,2.1106,1.9082,16720404480,6939304496.5985,0.0027,6841929770.2814,1707451236.3994,108974.204,4744.788,1015431139.5845,550510556.5713,0.5025,0.1498,2468.6268,268700881.1552,10000821.4825,275839.3285,277436.6463,0,1,25.5846,6771.5128,45.1805,9781.0402,14279.7673,7798.2581,148418.5669,650.8034,12369.019,324560.6996,326375.5662,0.1717,64,18,128000,9781.0402,1000,275.2293,50.284,0.0106,54.6994,575.9537,98.5452,96.4647,97.3697,24.8567,40.5525,157395,47.1852,11.9611,21.0862,6.3374,-94.6591,5.4493,-56.3795,34.7321,1493166.5401,25027351.9709,11694.2075,1,No_Fault
200,102.6803,10764.6704,10217.3131,2.1288,1.9505,1.6171,16720404480,6897628675.3901,0.0099,6841794450.2564,1704441767.2281,108714.0696,4733.0599,1015486291.4744,550526527.1265,0.6674,0.1859,2368.7496,265514956.8867,9999163.3938,280618.881,278876.8462,0,1,24.5188,6686.3288,44.6372,9822.5978,14354.2009,7666.5316,145480.0497,639.3767,12123.7025,330063.4788,327999.33,0.196,64,17,128000,9822.5978,1000,278.6747,51.6811,0.5701,55.3226,565.0396,98.8415,95.2171,97.3596,24.2534,41.7088,157410,45.6552,11.764,21.615,5.52,-95.786,5.1183,-60.2216,35.2904,1497307.3199,24923736.1082,11880.9531,1,No_Fault
200,105.9039,11045.2107,10227.2078,2.2292,1.9194,1.794,16720404480,6863533791.9587,0.0022,6841615097.8355,1701386339.4453,108368.4959,4714.8026,1015450756.2578,550487584.8095,0.454,0.09,2266.7984,264299235.0944,9999402.1954,277673.4331,275540.8742,0,1,20.9101,6742.2127,44.991,9856.6345,14265.6005,7491.9028,142495.3982,625.0707,11874.7329,326580.765,324115.3809,0.1746,64,17,128000,9856.6345,1000,284.0354,50.5761,0.6577,52.5726,583.3437,98.8264,94.5075,97.226,24.0953,40.8483,157425,47.4087,11.9694,21.2236,6.3493,-92.7731,5.6345,-56.6302,34.1715,1506664.4751,24960131.712,12265.9423,1,No_Fault
200,110.0184,10705.6501,10217.7921,2.2366,1.974,1.8863,16720404480,6877922204.9739,0.0046,6841617898.2094,1701398447.5315,108371.5272,4713.5646,1015419938.4178,550530200.3832,0.4509,0.1078,2012.5118,261590525.1396,9999519.5064,274773.3122,279135.3113,0,1,23.4759,6725.5729,44.8773,9842.2762,14330.8781,7493.7566,142507.9666,624.5798,11875.7422,323374.0999,328436.9885,0.1601,64,16,128000,9842.2762,1000,284.1116,51.0391,1.2731,53.558,533.5046,98.5265,94.8988,97.2612,23.4039,43.1927,157440,46.4048,11.8305,22.0726,6.1457,-93.8545,4.758,-60.2145,35.2645,1501456.7443,24993219.8564,11912.9007,1,No_Fault
200,104.2991,11083.4117,10203.324,2.3115,1.981,1.7922,16720404480,6838864627.0575,0.0099,6841633902.7494,1701378054.5095,108396.8041,4719.2344,1015425053.2549,550511772.8653,0.2759,0.1299,2278.4663,260359017.8354,9999611.0624,275421.0693,277447.5236,0,1,25.7819,6659.5549,44.3676,9881.1477,14285.0437,7509.6429,142487.3671,626.7415,11874.0141,324008.5375,326420.4973,0.1544,64,17,128000,9881.1477,1000,282.2929,47.9682,1.6663,50.7684,563.8149,98.9964,96.5381,97.2266,24.0597,41.2412,157455,46.637,12.3697,21.6106,6.3293,-92.1305,5.1198,-56.5755,36.1585,1500123.5801,25087316.5132,12247.493,1,No_Fault
200,104.4286,11246.8667,10216.2095,2.3899,2.1505,1.8185,16720404480,6886129735.0814,0.004,6841786715.9876,1704320974.1175,108697.1278,4731.0104,1015401867.0346,550506918.7961,0.4645,0.1811,2233.9961,261071063.5254,10000457.9755,273334.4681,277092.8182,0,1,21.0814,6538.0659,43.6203,9833.9738,14424.8412,7658.759,145361.8589,638.3293,12114.3081,321555.1995,326003.1575,0.1353,64,16,128000,9833.9738,1000,277.9811,49.6541,1.0005,52.5633,567.8269,98.951,95.4052,97.7432,23.7943,41.519,157470,46.1354,12.2948,21.6708,5.5584,-94.952,5.1689,-59.0668,35.8103,1498468.4486,25058281.4066,12347.1891,1,No_Fault
200,104.6753,10963.2168,10187.2559,2.1543,1.9916,1.6839,16720404480,6841036037.6338,0.0081,6841633090.3046,1701390218.6715,108397.5007,4715.6675,1015428672.2159,550514961.4675,0.1828,0.1452,2341.3846,257973761.2629,10000258.8149,275709.7261,277776.2412,0,1,23.8977,6611.517,44.015,9879.1745,14385.8795,7510.1542,142499.3951,626.4708,11875.3456,324247.4478,326867.4245,0.1755,64,16,128000,9879.1745,1000,279.9626,48.6489,0.1081,59.2409,543.8398,98.7667,96.329,97.6256,23.6556,40.4251,157485,46.0329,11.8567,21.4436,6.4917,-95.3668,4.8888,-57.5312,37.7662,1500647.0924,24946635.1248,12358.4468,1,No_Fault
